lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
68,1,149.4,9,8,4,3,1,0,3,1
0,0,100.37,9,27,4,1,0,3,0,1
53,1,81.0,12,29,4,2,0,3,0,1
8,0,67.0,3,2,3,2,0,0,0,1
30,1,118.2,10,23,4,2,1,0,3,1
25,0,130.0,10,27,4,3,1,0,0,0
210,0,86.0,10,8,4,3,1,1,0,0
9,0,79.0,2,4,4,3,0,3,0,0
141,1,72.76,5,23,4,0,1,3,0,1
143,0,121.8,7,19,4,3,0,0,3,0
58,1,124.04,9,14,4,2,0,0,3,1
1,0,124.0,6,26,4,0,2,0,0,1
12,2,157.0,4,11,4,2,1,0,3,1
15,1,129.0,10,4,3,3,0,0,0,1
159,0,65.0,4,9,3,1,1,0,0,1
221,0,73.0,8,12,3,1,0,1,0,1
32,1,140.7,4,13,4,3,0,0,3,1
3,0,72.25,10,22,3,3,0,0,3,1
62,0,149.4,8,13,4,1,2,0,3,0
14,0,200.0,9,26,4,1,2,3,0,1
50,2,86.4,11,18,4,2,1,0,0,1
158,1,126.9,9,16,4,1,0,0,0,0
13,0,169.0,4,28,4,1,0,1,0,0
63,1,126.9,6,9,4,3,0,0,0,0
4,0,65.0,9,19,2,0,1,0,0,1
29,1,139.0,8,8,4,0,1,3,0,1
2,1,95.0,4,20,4,1,0,0,0,1
120,1,80.75,4,12,4,4,0,3,0,1
3,0,65.0,12,6,2,0,1,0,0,1
42,0,113.4,10,2,4,1,2,0,0,0
157,1,72.25,7,7,3,3,1,0,0,1
1,0,121.0,6,11,4,1,0,0,0,1
29,1,143.52,5,9,4,4,1,0,3,1
12,0,65.0,8,5,2,3,0,0,0,1
30,0,69.9,2,25,4,3,0,3,0,0
60,0,94.5,4,17,4,0,1,3,0,1
0,0,112.0,10,20,2,1,0,0,0,1
37,1,81.9,3,1,4,2,0,0,0,0
3,0,0.0,9,25,1,2,2,0,0,1
13,0,96.0,12,5,4,0,1,0,0,1
209,1,66.53,7,2,4,4,2,0,0,1
226,0,70.0,10,29,4,2,2,0,0,0
22,0,75.0,10,20,3,3,0,0,3,1
65,0,72.25,10,8,3,3,0,0,0,1
188,0,130.0,6,15,4,2,0,0,0,0
36,0,112.0,10,13,3,3,0,1,0,1
377,1,115.0,10,14,3,2,0,1,0,0
106,2,88.4,12,21,4,5,2,0,0,1
46,0,67.5,3,4,4,2,0,3,0,0
35,0,67.5,2,12,4,2,0,3,0,0
74,0,109.0,9,18,3,2,0,1,0,1
70,1,77.86,12,23,4,2,2,0,1,1
256,1,72.25,8,26,3,2,0,0,0,1
31,0,89.1,6,1,4,1,0,3,0,0
190,0,112.5,10,28,4,2,1,0,0,0
5,0,146.0,3,26,4,5,2,0,3,0
179,0,88.76,8,25,4,3,0,0,1,0
0,0,66.0,2,23,2,3,0,0,0,1
1,1,120.0,6,2,4,3,0,0,0,1
92,2,79.2,11,12,4,1,2,3,0,0
13,0,119.2,9,20,4,1,0,0,0,1
111,0,120.0,10,10,3,0,1,0,0,0
82,1,80.0,5,2,3,1,1,0,0,1
11,2,111.0,2,3,4,2,0,0,0,1
57,1,88.4,12,2,4,2,2,0,0,1
13,0,118.0,4,10,4,0,2,0,0,1
1,3,0.0,6,7,1,1,0,0,0,1
7,2,104.0,12,4,4,0,2,0,0,1
76,0,80.75,9,17,4,4,2,0,0,1
4,1,75.0,11,13,2,0,2,0,0,1
117,0,79.2,11,13,4,0,2,3,0,1
0,0,75.0,8,11,4,1,0,0,0,1
144,1,105.3,7,23,4,1,1,0,0,1
8,0,56.0,3,2,3,2,0,0,0,1
37,1,109.0,10,27,4,2,0,3,0,1
38,2,139.95,4,12,4,4,0,0,0,1
33,1,126.9,6,15,4,3,0,0,0,1
3,0,78.2,12,6,3,0,2,0,3,1
8,1,136.0,10,16,4,3,2,3,0,0
105,0,110.0,10,12,3,2,1,1,0,0
104,0,109.65,5,11,4,5,2,3,0,0
1,0,81.0,2,26,4,1,0,3,0,1
10,0,129.0,10,14,3,2,1,0,0,1
153,0,88.01,5,2,4,2,1,0,3,0
305,0,89.0,11,4,4,2,1,0,0,0
9,0,88.27,1,20,4,9,2,0,0,1
68,0,149.4,9,16,4,1,0,0,3,0
59,0,80.75,3,31,3,3,1,0,0,1
146,0,115.2,6,3,4,2,0,0,0,1
41,0,105.3,4,12,4,3,0,0,0,1
52,0,116.1,7,9,4,1,2,0,3,0
188,1,90.95,7,25,4,3,1,0,0,1
129,0,80.75,5,13,3,2,2,0,0,1
92,0,123.5,7,17,4,2,2,0,0,1
46,2,152.1,7,27,4,1,0,0,0,1
67,0,80.75,4,4,4,4,1,3,0,0
35,0,118.8,9,5,4,3,1,0,0,1
213,0,130.0,6,7,4,3,0,0,0,0
6,1,103.84,9,14,4,3,1,0,3,1
127,1,143.1,9,18,4,2,2,0,3,1
18,0,129.0,6,17,4,2,0,3,0,1
8,1,103.0,3,11,4,2,1,0,1,1
6,1,0.0,12,10,4,2,0,1,0,1
5,0,90.0,10,19,3,2,1,0,0,1
111,0,85.0,12,7,4,4,0,0,0,0
113,0,89.25,5,9,4,3,1,0,0,0
21,2,114.0,5,9,4,3,1,3,0,1
10,2,97.0,11,13,4,2,2,0,0,1
16,1,88.8,3,3,4,3,1,0,3,1
7,1,139.0,9,11,4,0,2,0,0,1
43,1,148.13,3,25,4,2,2,1,0,0
19,0,90.0,10,6,3,3,0,0,0,1
47,1,153.0,10,3,4,2,1,1,0,0
110,0,108.3,7,11,4,2,1,0,0,1
151,0,80.0,1,19,3,2,0,0,0,1
64,0,105.3,7,17,4,2,2,0,0,0
188,0,90.95,7,28,4,5,2,0,0,0
99,0,81.0,2,19,2,1,0,0,0,1
53,0,120.0,10,14,3,1,0,0,0,1
106,0,99.9,7,16,4,1,1,0,0,0
69,0,48.6,3,11,4,2,1,3,0,1
3,0,89.0,4,8,4,1,0,3,0,0
18,1,139.0,9,15,4,1,0,3,0,0
30,0,138.93,6,8,4,9,2,0,3,0
109,1,143.7,8,5,4,2,1,0,3,1
126,0,118.8,9,8,4,3,0,3,0,0
29,0,75.0,2,4,4,1,0,3,0,0
12,1,177.0,5,7,4,1,0,0,3,1
89,0,79.5,4,9,4,1,2,3,0,1
250,1,99.3,9,3,4,1,2,0,0,1
50,2,123.3,3,30,4,2,0,0,3,1
443,0,65.0,4,29,3,1,0,0,0,0
106,0,159.3,6,17,4,2,1,0,0,0
195,2,90.9,10,18,4,4,0,0,0,0
114,0,191.0,7,17,4,5,4,1,3,0
45,1,94.5,10,22,4,2,0,0,0,1
11,1,91.0,2,13,4,1,0,0,0,1
42,0,60.0,11,5,3,3,0,0,3,1
5,0,191.0,8,6,4,1,2,0,3,1
338,0,80.0,10,7,3,2,1,0,0,0
73,1,131.4,8,6,4,1,1,0,3,0
121,0,120.0,6,9,3,1,0,0,0,0
10,0,81.0,2,20,4,3,2,3,0,1
2,0,72.2,9,23,4,2,0,0,0,1
111,0,59.5,11,8,4,2,0,0,0,0
188,1,80.75,7,23,4,5,2,3,0,1
57,2,110.36,10,15,4,3,2,0,1,1
77,1,146.93,4,17,4,5,2,1,3,0
4,0,190.0,12,3,4,1,0,0,5,1
178,0,88.5,7,22,4,2,1,3,0,0
33,1,97.71,5,9,4,4,1,0,0,1
186,0,80.0,4,22,3,2,1,0,0,1
40,0,65.0,10,5,3,1,1,0,0,1
160,1,76.5,8,5,4,2,0,0,0,1
8,1,119.0,4,26,4,2,0,3,0,1
229,0,80.75,10,22,4,2,2,0,0,0
0,0,109.0,8,14,3,2,0,1,0,1
98,1,114.3,7,7,4,1,0,0,0,0
81,2,135.15,5,9,4,4,1,0,0,0
49,2,84.45,2,6,4,2,2,0,3,1
10,3,135.0,10,3,4,2,1,3,0,1
137,0,134.3,7,28,4,3,1,0,3,0
28,2,88.4,11,28,4,5,1,0,0,1
8,0,86.0,3,2,4,1,0,0,0,1
186,1,112.01,9,4,4,2,2,0,1,0
0,1,89.0,8,8,4,1,0,3,0,1
0,0,159.0,9,15,4,1,0,3,0,1
190,1,108.45,8,9,4,4,0,0,0,0
232,2,81.82,8,1,4,7,3,0,1,0
32,1,214.75,8,17,4,2,0,0,6,1
22,0,140.0,5,20,3,2,0,0,0,1
42,0,157.5,8,31,4,3,0,1,3,0
257,0,80.0,7,1,3,2,0,1,0,1
35,2,149.0,10,25,4,4,0,0,0,1
7,0,85.0,2,22,4,0,1,0,0,0
44,1,112.0,11,5,3,1,1,0,0,1
186,2,137.7,8,8,4,2,1,0,3,0
29,1,79.54,1,8,4,5,2,0,0,1
189,1,90.95,7,30,4,3,2,0,0,1
81,0,92.1,2,24,3,3,0,0,0,1
141,0,143.1,9,17,4,1,1,0,3,0
83,1,118.8,10,4,4,1,0,0,0,0
103,1,114.3,7,12,4,5,1,0,0,1
97,0,102.3,4,16,4,1,2,0,3,1
133,2,70.04,8,21,4,3,2,3,0,1
152,0,108.12,6,19,4,3,2,0,0,0
19,2,169.0,9,22,4,2,0,0,0,1
7,0,61.0,8,5,3,3,0,0,0,1
109,1,174.6,10,28,4,2,1,1,3,0
146,0,95.0,4,24,3,0,2,0,0,0
1,1,124.0,8,1,4,1,1,0,0,1
35,1,69.5,2,6,4,1,1,0,1,1
64,1,87.3,3,10,4,3,0,0,3,1
13,0,120.0,10,18,4,0,2,0,0,1
141,0,90.0,9,20,3,0,1,0,0,0
202,2,127.22,8,24,4,4,2,0,3,0
87,1,141.75,7,18,4,3,1,1,0,0
172,0,80.75,10,23,3,3,2,0,0,1
36,0,104.49,5,7,4,1,0,3,0,1
183,1,105.3,7,16,4,1,2,0,3,0
56,0,185.0,9,25,3,2,2,0,0,1
32,1,109.0,10,27,4,3,0,3,0,1
23,2,110.0,8,31,4,4,0,3,0,1
4,1,73.92,9,2,4,2,0,3,0,1
113,0,55.63,3,29,4,4,0,3,0,1
1,0,65.0,3,2,2,1,0,0,0,1
23,2,124.0,9,20,4,2,2,0,0,1
99,0,90.63,4,5,4,3,0,0,0,1
1,1,80.0,8,7,4,2,0,0,0,1
2,0,0.0,8,2,1,0,1,0,4,1
0,0,165.0,3,21,4,3,1,0,0,1
175,1,99.45,7,10,4,6,4,0,3,1
1,0,95.0,5,25,0,1,0,0,0,0
55,0,71.28,11,13,4,1,2,3,0,0
229,1,96.3,8,5,4,2,1,0,0,1
40,0,95.0,7,26,3,1,0,1,0,1
41,1,83.9,3,10,4,3,0,0,0,1
78,2,119.85,5,14,4,2,2,0,0,1
5,0,84.33,3,22,4,3,0,0,0,1
158,2,83.5,10,30,4,2,2,0,1,0
386,1,90.0,10,23,3,0,2,1,0,0
50,1,52.0,1,14,3,3,0,0,0,1
5,0,65.0,8,18,2,2,0,0,0,1
143,0,114.3,8,13,4,1,1,0,0,0
99,2,198.9,5,29,4,0,1,0,5,1
38,2,130.0,11,12,4,1,0,0,0,1
8,2,96.0,12,12,4,0,1,0,0,1
33,1,84.57,2,10,4,3,0,0,0,1
208,0,112.5,10,22,4,3,2,0,0,0
77,2,79.2,12,6,4,2,0,3,0,1
36,1,107.1,10,16,4,0,1,0,0,0
33,1,6.0,1,6,4,2,0,0,1,1
163,0,79.2,12,2,4,2,0,3,0,0
2,0,91.67,12,5,2,6,3,0,0,1
91,2,132.3,10,20,4,3,0,0,3,0
292,0,115.0,7,21,3,2,0,1,0,0
116,0,61.0,2,28,4,1,2,0,0,0
17,0,92.67,12,9,4,2,1,3,0,1
28,3,105.9,11,28,4,5,1,0,0,1
111,0,237.6,8,7,4,3,2,1,5,0
5,0,119.0,5,31,4,2,0,3,0,1
72,1,119.85,5,13,4,2,2,0,0,1
4,0,89.0,1,6,4,4,0,0,0,1
61,1,159.3,6,1,4,4,0,0,3,0
35,2,153.3,3,26,4,1,2,0,3,1
86,0,105.0,9,24,3,2,0,0,0,1
156,1,106.89,8,12,4,6,2,0,0,0
134,0,118.8,10,8,4,1,1,0,0,0
23,1,116.03,9,30,4,4,0,0,3,1
304,0,89.0,11,3,3,3,0,0,0,0
56,1,116.1,5,13,4,2,1,3,0,1
105,0,78.3,3,22,4,1,0,0,0,1
150,1,76.5,8,2,4,0,2,0,0,1
178,1,114.3,5,27,4,2,0,3,0,0
64,2,148.5,8,29,4,4,1,0,0,0
24,0,65.0,11,1,2,0,1,0,0,1
14,0,38.67,12,5,3,1,2,0,0,1
50,2,115.2,3,24,4,1,0,0,0,1
49,1,81.9,3,15,4,2,0,0,0,1
52,0,132.9,7,8,4,2,1,0,0,0
122,1,98.5,8,1,4,6,3,3,0,1
8,0,64.0,2,16,3,3,0,0,0,1
69,1,90.95,10,17,3,3,1,0,3,1
230,0,103.5,10,7,4,2,0,0,0,0
1,1,275.0,9,20,4,1,0,0,5,1
58,1,93.6,12,9,4,2,0,0,0,1
17,2,105.0,8,27,4,3,2,0,0,1
6,1,120.0,10,20,4,3,0,0,0,1
0,0,138.0,8,12,4,2,0,0,0,0
88,1,187.85,5,16,4,4,1,0,5,0
67,1,99.45,4,24,4,2,2,0,0,1
4,1,149.0,8,25,4,1,0,0,0,1
114,0,75.0,7,1,3,2,1,0,0,0
54,0,116.1,5,21,4,1,0,3,0,0
13,2,90.0,8,24,4,2,1,0,0,1
12,3,184.0,2,24,4,4,0,1,3,1
8,2,103.0,11,21,4,0,1,0,0,1
157,0,68.0,12,8,3,3,0,0,0,1
7,2,160.33,7,4,4,2,1,0,0,1
5,2,149.0,9,19,4,0,1,3,0,1
1,1,116.27,7,12,4,3,0,0,0,1
179,0,141.3,10,7,4,2,0,0,3,0
61,0,159.3,5,7,4,1,2,0,0,0
31,2,94.5,10,11,4,2,2,0,0,1
30,1,74.8,12,5,4,3,1,3,0,1
15,0,81.0,2,19,2,1,0,0,0,1
104,0,75.0,12,3,3,3,0,0,0,1
139,1,123.3,8,7,4,1,2,0,0,1
40,2,135.4,12,22,4,3,1,0,3,1
150,0,63.75,7,21,3,1,0,3,0,0
138,1,117.91,5,21,4,5,2,0,3,0
55,0,106.0,12,28,4,1,1,0,0,1
4,1,151.0,7,5,4,1,0,0,0,1
28,0,93.6,6,12,4,7,4,0,3,1
95,2,90.0,11,20,4,0,2,0,0,0
146,0,75.0,12,29,3,3,0,0,0,1
87,1,58.9,7,10,4,7,3,0,0,0
63,1,63.75,3,10,4,3,1,3,0,1
22,1,221.0,5,13,4,2,0,0,5,0
31,1,140.4,5,20,4,1,0,0,3,1
10,0,169.0,7,24,4,0,1,0,0,0
69,0,92.43,12,29,4,5,2,0,1,1
256,2,67.5,11,27,4,0,1,3,0,1
23,2,93.82,4,9,4,1,2,3,0,1
17,1,142.63,11,9,4,4,0,0,0,1
4,1,151.0,7,15,4,1,0,0,0,1
1,0,0.0,11,10,1,1,0,0,0,1
1,0,86.0,2,10,4,3,0,0,0,1
56,1,82.44,12,7,4,3,0,0,1,1
1,1,106.0,2,5,4,4,2,0,3,1
67,1,94.5,7,23,4,1,1,3,0,1
0,0,106.67,8,22,4,1,2,0,0,1
98,2,79.2,12,8,4,3,0,3,0,1
78,0,100.0,3,25,3,2,1,0,0,0
4,0,160.0,9,25,4,0,2,3,0,1
6,1,109.0,2,4,4,3,1,0,0,0
3,1,157.27,10,15,4,1,0,0,3,1
322,0,80.0,5,19,3,3,1,0,0,0
16,2,140.0,10,21,4,2,0,3,0,1
1,1,97.0,11,10,4,4,0,0,0,1
66,0,65.0,10,9,3,2,1,0,2,1
247,0,63.75,11,19,4,3,2,3,0,0
93,1,80.75,9,21,4,2,1,0,0,1
118,3,107.95,5,1,4,5,2,0,3,1
86,1,94.5,4,10,4,1,2,3,0,0
2,1,101.0,3,2,4,3,0,0,0,1
117,2,105.3,7,19,4,2,0,0,0,1
19,1,130.0,2,19,4,5,2,0,3,1
86,1,88.2,11,30,4,1,0,0,0,1
46,1,112.67,10,25,4,3,0,3,0,0
47,1,117.45,9,4,4,2,2,0,3,1
167,0,137.7,7,29,4,2,0,0,3,0
63,1,133.0,12,30,4,2,0,0,3,1
10,1,76.08,9,7,4,4,1,0,0,1
30,0,149.4,7,14,4,3,0,0,3,0
79,2,109.8,12,15,4,3,0,0,0,1
1,1,65.0,4,10,2,1,2,0,0,1
55,1,78.08,3,1,4,4,0,0,0,1
46,0,143.1,5,8,4,3,2,0,0,0
105,0,75.0,10,12,3,3,0,0,0,1
13,0,131.6,4,14,3,1,0,1,0,1
319,0,63.75,11,29,4,4,0,3,0,0
45,0,86.4,11,19,4,1,1,0,0,0
75,0,80.0,3,17,3,3,1,0,0,0
115,1,104.55,4,29,4,3,2,0,3,0
9,1,97.0,3,17,4,1,0,3,0,1
73,0,76.5,7,13,4,2,1,0,0,0
190,0,119.85,9,26,4,3,1,0,0,0
5,0,106.83,2,12,4,8,4,0,3,0
7,0,75.0,10,12,2,0,1,0,0,1
64,0,101.52,9,28,3,3,0,0,0,1
70,0,100.0,6,3,3,2,0,0,0,1
2,0,62.8,12,5,3,1,1,0,0,1
55,0,88.0,11,2,4,4,0,3,0,1
33,0,108.9,5,25,4,1,0,0,0,1
14,1,109.55,8,17,4,1,0,0,1,1
127,1,84.05,12,27,4,3,0,0,3,0
68,0,116.1,5,10,4,3,0,3,0,0
22,1,101.0,10,6,4,1,0,0,0,1
35,1,76.5,10,26,3,1,1,0,0,1
21,1,88.4,11,13,4,4,2,0,0,1
176,1,77.89,8,18,4,3,2,0,0,1
76,1,110.15,3,20,4,3,2,0,3,1
2,3,196.0,10,10,4,1,2,0,5,1
90,0,96.9,7,10,3,1,2,0,0,1
0,1,151.0,7,2,4,2,2,0,0,1
130,0,71.0,4,15,3,2,1,0,0,1
31,0,108.3,8,28,3,3,2,1,0,1
204,0,72.75,10,9,3,2,2,0,0,1
119,1,99.3,4,29,4,2,1,0,0,1
41,1,79.2,12,21,4,3,0,3,0,1
290,0,86.7,12,1,4,3,1,0,3,0
105,1,114.3,7,7,4,3,1,0,0,1
169,0,106.0,4,22,3,2,2,1,0,0
60,0,65.0,4,25,2,0,1,0,0,1
7,3,143.0,9,20,4,1,0,0,0,1
0,1,0.0,6,9,4,1,0,3,0,1
48,1,105.3,3,9,4,3,0,0,3,1
5,1,118.0,3,14,4,1,1,0,0,1
6,0,65.0,3,1,3,3,0,0,0,1
6,1,126.0,5,9,4,1,1,0,3,1
0,0,88.56,5,20,4,1,0,3,0,0
2,1,76.0,1,4,4,0,1,0,0,1
4,2,91.0,11,17,4,1,0,0,0,1
32,2,171.13,10,4,4,5,2,0,3,1
39,1,135.0,11,10,4,3,0,3,0,1
210,0,105.4,10,21,3,2,2,0,0,0
11,1,78.94,9,8,3,4,0,0,1,1
133,1,110.7,10,21,4,2,0,0,1,1
32,2,157.5,10,6,4,2,0,0,3,1
113,1,108.0,10,13,4,1,0,3,0,1
1,0,85.0,2,15,4,1,1,0,0,1
233,0,90.0,10,14,3,2,1,0,0,0
5,2,230.0,5,19,4,3,0,0,5,1
4,0,106.0,3,7,3,3,1,1,0,1
60,1,132.45,9,5,4,5,1,0,3,0
1,0,91.33,2,10,4,3,0,0,0,1
33,0,143.28,11,7,4,3,1,0,0,1
177,2,104.4,10,29,4,1,2,0,3,0
5,1,71.84,2,24,4,1,0,0,0,1
3,0,65.0,9,28,2,1,1,0,0,1
19,1,89.0,1,27,4,3,0,0,0,1
46,2,97.2,11,6,4,0,1,0,0,1
0,1,178.33,8,18,4,3,0,0,3,1
40,1,125.1,8,5,4,2,2,0,0,1
102,0,101.5,10,16,4,2,0,1,0,0
58,1,123.3,3,31,4,3,0,0,3,1
52,1,118.0,8,28,4,0,1,3,0,0
42,2,63.0,11,20,3,2,0,0,0,1
117,0,89.75,8,1,3,1,2,1,1,1
10,1,120.0,10,29,4,1,1,3,0,1
168,0,85.0,4,22,3,2,1,0,0,0
121,0,114.3,5,16,4,2,1,0,3,1
5,2,107.67,11,19,4,1,2,0,0,1
59,1,139.5,9,7,4,1,0,0,3,1
18,1,123.33,11,10,4,3,0,0,0,1
39,0,129.7,9,25,4,0,1,0,0,1
40,0,70.0,10,5,3,1,1,0,0,1
0,0,65.0,8,31,2,2,1,0,0,1
24,0,96.0,11,20,4,0,1,0,0,1
273,0,109.0,7,17,3,2,0,1,0,0
18,1,125.0,8,20,4,1,0,0,0,1
0,0,65.0,9,21,2,1,1,0,0,1
1,0,111.0,11,19,4,1,0,0,0,1
6,0,65.8,3,2,3,1,0,0,0,1
79,0,168.3,9,11,4,0,2,0,3,0
180,0,96.3,7,23,4,1,1,0,1,0
260,3,108.68,10,22,4,5,2,0,0,1
4,0,119.0,4,14,4,2,0,3,0,1
14,1,138.0,12,28,4,1,0,0,0,1
85,2,89.25,10,23,4,2,1,0,0,1
63,2,135.9,8,14,4,2,2,0,0,1
273,0,94.5,6,24,4,2,1,0,0,0
39,0,63.0,11,7,3,1,2,0,0,1
36,2,159.3,7,20,4,2,0,0,3,1
55,2,86.4,12,8,4,3,0,0,0,1
4,1,240.0,3,25,4,1,0,0,5,1
18,0,65.0,6,20,2,0,1,0,0,1
317,0,120.0,9,15,3,2,0,0,0,0
53,3,134.45,11,10,4,3,1,0,3,1
141,3,129.86,9,19,4,5,2,0,0,1
53,0,140.4,6,17,4,2,0,0,3,0
5,1,119.35,8,21,4,1,2,0,3,1
166,1,103.5,8,6,4,1,2,3,0,0
102,0,75.0,5,16,3,2,1,0,0,1
106,2,72.25,7,8,3,6,2,0,0,1
8,2,113.0,9,1,3,3,0,0,0,1
26,0,120.0,6,8,3,1,0,0,0,1
18,1,143.0,9,7,4,5,1,0,0,0
1,3,123.5,8,24,4,0,1,0,3,1
35,1,75.0,10,26,3,2,1,0,3,1
18,1,120.0,11,1,4,2,0,0,0,1
78,1,70.03,3,24,4,3,1,0,0,1
190,1,109.25,8,22,4,3,1,0,0,0
3,0,119.0,8,17,2,4,1,0,0,0
46,1,134.78,10,17,4,3,1,0,0,1
118,0,110.0,6,6,3,3,1,0,0,1
53,1,75.6,4,2,4,1,0,3,0,1
238,0,140.4,10,6,4,3,0,0,3,0
8,0,94.0,11,23,4,1,0,0,0,1
29,0,132.05,9,9,4,2,0,3,0,0
282,0,76.67,10,10,3,1,2,0,0,1
82,1,103.5,7,25,4,3,1,3,0,1
166,0,80.75,7,5,4,5,0,3,0,0
2,1,161.0,5,28,4,1,0,0,0,1
93,2,117.9,8,12,4,2,1,0,0,0
163,1,112.0,7,14,3,3,0,0,0,0
184,1,65.29,10,17,4,6,2,0,1,1
16,1,129.0,9,27,4,2,0,3,0,0
14,1,79.0,2,12,4,1,0,3,0,0
75,1,85.5,4,11,4,2,1,3,0,0
104,0,102.3,4,28,4,3,0,0,0,0
73,0,88.0,11,26,4,1,0,3,0,0
16,0,114.57,10,3,4,5,2,0,0,1
33,0,143.1,5,1,4,2,2,0,0,0
1,0,71.7,1,27,4,2,0,0,0,1
9,1,108.0,7,20,4,1,0,3,0,1
13,2,140.0,10,17,4,2,1,3,0,1
225,1,74.15,10,29,4,1,2,0,0,1
59,1,79.05,3,20,4,3,2,3,0,1
41,1,112.0,11,2,3,4,1,0,0,1
13,2,231.15,8,10,4,3,0,0,6,1
59,1,120.96,9,2,4,3,2,0,3,0
113,2,115.85,6,16,4,3,2,0,0,1
2,0,81.0,1,26,4,1,0,3,0,1
29,0,98.0,4,12,4,3,0,3,0,0
122,1,107.0,3,27,3,1,2,1,0,1
161,0,130.0,3,25,3,2,1,1,0,0
102,0,104.4,10,27,4,2,0,0,3,0
60,1,82.45,3,14,4,3,1,0,3,1
33,0,64.0,1,25,2,1,1,0,0,1
30,0,121.0,9,30,3,2,0,1,0,1
34,1,75.54,5,22,4,0,1,3,0,1
271,1,101.33,9,21,4,3,0,0,0,0
5,0,75.24,9,7,4,1,1,0,0,1
0,0,62.8,12,24,3,3,2,0,0,1
35,0,99.0,9,26,4,0,1,3,0,0
59,0,100.0,10,9,3,1,2,0,0,1
22,0,149.33,6,2,4,3,0,0,3,0
28,2,103.4,10,29,4,3,2,3,0,1
64,0,94.78,4,26,4,4,0,3,0,0
160,0,114.5,8,22,4,2,1,0,0,0
44,0,121.61,4,30,4,2,2,0,0,1
16,0,80.75,5,8,3,2,2,0,0,1
14,1,102.0,3,10,3,3,0,0,0,1
61,0,91.0,10,4,3,0,2,0,0,1
8,2,92.67,2,10,4,3,0,0,3,1
19,0,119.0,12,31,4,2,2,0,3,1
41,1,76.92,6,21,4,3,0,0,0,1
95,0,126.9,5,7,4,1,0,0,0,0
13,0,96.0,4,26,3,3,0,1,0,1
14,2,205.0,9,15,4,1,0,0,3,1
140,0,70.0,12,29,3,5,0,0,0,1
150,1,107.95,8,8,4,5,2,0,0,1
21,1,110.0,10,26,4,2,0,3,0,0
1,1,127.0,6,27,4,0,1,3,0,1
4,1,0.0,10,4,4,0,1,0,0,1
58,0,131.4,6,28,4,5,1,0,3,0
68,1,118.8,4,26,4,2,0,0,3,1
203,0,72.25,8,26,3,2,1,0,0,1
9,2,90.0,8,23,4,3,2,0,0,1
93,0,115.0,10,15,4,1,2,0,0,0
99,0,65.0,10,30,3,2,2,0,0,0
21,1,200.0,11,7,4,2,1,0,0,1
0,1,165.0,8,17,4,2,0,0,3,1
219,0,108.0,9,4,4,1,0,1,0,0
26,1,65.0,11,23,3,3,1,0,0,1
90,3,127.71,12,26,4,3,1,0,3,1
248,0,80.75,12,27,4,5,0,0,0,1
38,1,87.71,3,3,2,3,0,0,0,1
106,2,135.9,9,20,4,5,1,0,0,0
12,1,86.0,3,7,4,1,1,0,0,1
28,1,163.0,9,28,4,2,0,0,3,1
60,0,65.0,9,21,3,1,1,0,0,1
97,2,76.5,7,8,4,4,1,0,0,0
0,0,119.35,10,7,4,1,0,0,3,1
89,0,84.9,4,9,4,1,2,0,0,1
61,0,55.96,7,11,4,1,2,0,0,1
22,0,62.0,11,17,2,1,0,0,0,1
131,0,94.5,8,15,3,1,2,1,0,1
7,2,137.0,8,24,4,1,0,3,0,1
0,0,161.33,8,27,4,3,0,0,5,0
7,2,133.83,4,9,4,1,2,0,0,1
29,1,70.88,11,14,4,5,2,0,3,1
46,2,126.9,5,7,4,1,2,0,0,1
0,0,96.67,9,9,4,1,0,3,0,1
162,0,103.5,8,8,4,2,1,3,0,0
76,0,82.45,3,18,4,2,2,0,0,1
8,1,90.0,8,18,4,5,1,0,0,1
2,1,78.0,12,16,4,1,0,3,0,1
4,0,233.33,10,28,4,2,1,0,5,0
292,0,86.7,12,13,4,4,0,0,3,0
6,1,65.0,6,8,2,1,0,0,0,1
256,1,115.0,6,15,3,2,0,1,0,0
24,1,101.0,11,8,4,0,2,0,0,1
17,2,114.4,9,10,4,3,2,0,0,1
162,1,130.05,7,29,4,3,2,0,3,0
142,1,76.5,8,9,4,1,2,0,0,1
320,1,115.0,8,18,3,2,0,1,0,0
12,0,80.0,1,19,3,2,0,0,0,1
65,1,135.9,9,22,4,1,0,0,0,1
12,0,89.0,7,20,4,1,0,3,0,0
0,2,0.0,7,22,1,2,0,0,4,1
40,1,60.0,11,1,3,3,2,0,3,1
31,1,76.23,12,19,4,1,0,3,0,1
28,2,75.0,9,27,3,1,0,0,0,1
11,1,76.29,11,27,4,2,2,3,0,0
50,0,101.15,3,28,4,3,1,0,0,0
26,0,79.2,12,19,4,2,1,3,0,0
346,0,90.0,9,13,3,2,0,1,0,1
63,1,110.7,6,26,4,3,2,0,0,1
8,3,87.98,12,22,4,3,1,0,0,1
167,0,78.2,10,5,3,2,0,0,0,0
35,1,71.1,3,16,4,2,0,3,0,1
1,0,65.0,1,7,2,1,0,0,0,1
1,1,108.0,2,27,4,1,2,0,3,1
20,1,96.9,11,13,4,3,2,0,3,0
101,1,134.1,8,20,4,1,1,0,0,1
161,0,130.0,3,25,3,2,1,1,0,0
